week,retailer,region,product_id,pack_size_oz,units_sold,dollar_sales,base_price,promo_flag
2024-04-07,Kroger,Northeast,4,128,407,2030.93,4.99,N
2024-04-07,Kroger,South,1,64,513,1533.87,2.99,N
2024-04-07,Kroger,South,2,64,1094,3271.06,2.99,N
2024-04-07,Kroger,South,3,128,1008,4275.43,4.99,Y
2024-04-07,Kroger,South,4,128,213,903.44,4.99,Y
2024-04-07,Kroger,Midwest,1,64,211,536.26,2.99,Y
2024-04-07,Kroger,Midwest,2,64,1108,3312.92,2.99,N
2024-04-07,Kroger,Midwest,3,128,442,1874.74,4.99,Y
2024-04-07,Kroger,Midwest,4,128,766,3822.34,4.99,N
2024-04-07,Kroger,West,1,64,884,2246.69,2.99,Y
2024-04-07,Kroger,West,2,64,830,2481.7,2.99,N
2024-04-07,Kroger,West,3,128,487,2430.13,4.99,N
2024-04-07,Kroger,West,4,128,793,3363.51,4.99,Y
2024-04-07,Publix,Northeast,1,64,922,2343.26,2.99,Y
2024-04-07,Publix,Northeast,2,64,551,1647.49,2.99,N
2024-04-07,Publix,Northeast,3,128,258,1287.42,4.99,N
2024-04-07,Publix,Northeast,4,128,913,4555.87,4.99,N
2024-04-07,Publix,South,1,64,644,1636.73,2.99,Y
2024-04-07,Publix,South,2,64,1158,2943.06,2.99,Y
2024-04-07,Publix,South,3,128,1102,5498.98,4.99,N
2024-04-07,Publix,South,4,128,1061,5294.39,4.99,N
2024-04-07,Publix,Midwest,1,64,1153,3447.47,2.99,N
2024-04-07,Publix,Midwest,2,64,603,1802.97,2.99,N
2024-04-07,Publix,Midwest,3,128,931,4645.69,4.99,N
2024-04-07,Publix,Midwest,4,128,731,3647.69,4.99,N
2024-04-07,Publix,West,1,64,761,2275.39,2.99,N
2024-04-07,Publix,West,2,64,807,2412.93,2.99,N
2024-04-07,Publix,West,3,128,449,2240.51,4.99,N
2024-04-07,Publix,West,4,128,711,3547.89,4.99,N
2024-04-14,Walmart,Northeast,1,64,534,1596.66,2.99,N
2024-04-14,Walmart,Northeast,2,64,973,2909.27,2.99,N
2024-04-14,Walmart,Northeast,3,128,954,4760.46,4.99,N
2024-04-14,Walmart,Northeast,4,128,445,2220.55,4.99,N
2024-04-14,Walmart,South,1,64,842,2517.58,2.99,N
2024-04-14,Walmart,South,2,64,751,2245.49,2.99,N
2024-04-14,Walmart,South,3,128,936,3970.04,4.99,Y
2024-04-14,Walmart,South,4,128,719,3587.81,4.99,N
2024-04-14,Walmart,Midwest,1,64,677,1720.6,2.99,Y
2024-04-14,Walmart,Midwest,2,64,1139,3405.61,2.99,N
2024-04-14,Walmart,Midwest,3,128,201,852.54,4.99,Y
2024-04-14,Walmart,Midwest,4,128,1036,4394.19,4.99,Y
2024-04-14,Walmart,West,1,64,752,1911.21,2.99,Y
2024-04-14,Walmart,West,2,64,1027,3070.73,2.99,N
2024-04-14,Walmart,West,3,128,213,1062.87,4.99,N
2024-04-14,Walmart,West,4,128,1184,5908.16,4.99,N
2024-04-14,Target,Northeast,1,64,942,2394.09,2.99,Y
2024-04-14,Target,Northeast,2,64,1090,3259.1,2.99,N
2024-04-14,Target,Northeast,3,128,227,962.82,4.99,Y
2024-04-14,Target,Northeast,4,128,428,1815.36,4.99,Y
2024-04-14,Target,South,1,64,648,1937.52,2.99,N
2024-04-14,Target,South,2,64,1151,3441.49,2.99,N
2024-04-14,Target,South,3,128,1118,5578.82,4.99,N
2024-04-14,Target,South,4,128,594,2964.06,4.99,N
2024-04-14,Target,Midwest,1,64,829,2106.9,2.99,Y
2024-04-14,Target,Midwest,2,64,1169,3495.31,2.99,N
2024-04-14,Target,Midwest,3,128,1043,5204.57,4.99,N
2024-04-14,Target,Midwest,4,128,456,2275.44,4.99,N
2024-04-14,Target,West,1,64,975,2915.25,2.99,N
2024-04-14,Target,West,2,64,712,1809.55,2.99,Y
2024-04-14,Target,West,3,128,1085,4602.03,4.99,Y
2024-04-14,Target,West,4,128,320,1596.8,4.99,N
2024-04-14,Kroger,Northeast,1,64,886,2649.14,2.99,N
2024-04-14,Kroger,Northeast,2,64,364,1088.36,2.99,N
2024-04-14,Kroger,Northeast,3,128,831,4146.69,4.99,N
2024-04-14,Kroger,Northeast,4,128,355,1771.45,4.99,N
2024-04-14,Kroger,South,1,64,1101,2798.19,2.99,Y
2024-04-14,Kroger,South,2,64,1156,2937.97,2.99,Y
2024-04-14,Kroger,South,3,128,533,2260.72,4.99,Y
2024-04-14,Kroger,South,4,128,710,3011.47,4.99,Y
2024-04-14,Kroger,Midwest,1,64,481,1222.46,2.99,Y
2024-04-14,Kroger,Midwest,2,64,318,808.2,2.99,Y
2024-04-14,Kroger,Midwest,3,128,684,3413.16,4.99,N
2024-04-14,Kroger,Midwest,4,128,1036,4394.19,4.99,Y
2024-04-14,Kroger,West,1,64,890,2261.93,2.99,Y
2024-04-14,Kroger,West,2,64,689,2060.11,2.99,N
2024-04-14,Kroger,West,3,128,441,2200.59,4.99,N
2024-04-14,Kroger,West,4,128,1010,4283.91,4.99,Y
2024-04-14,Publix,Northeast,1,64,416,1243.84,2.99,N
2024-04-14,Publix,Northeast,2,64,384,1148.16,2.99,N
2024-04-14,Publix,Northeast,3,128,383,1911.17,4.99,N
2024-04-14,Publix,Northeast,4,128,377,1881.23,4.99,N
2024-04-14,Publix,South,1,64,493,1252.96,2.99,Y
2024-04-14,Publix,South,2,64,583,1481.69,2.99,Y
2024-04-14,Publix,South,3,128,507,2529.93,4.99,N
2024-04-14,Publix,South,4,128,945,4715.55,4.99,N
2024-04-14,Publix,Midwest,1,64,207,618.93,2.99,N
2024-04-14,Publix,Midwest,2,64,328,980.72,2.99,N
2024-04-14,Publix,Midwest,3,128,868,4331.32,4.99,N
2024-04-14,Publix,Midwest,4,128,716,3572.84,4.99,N
2024-04-14,Publix,West,1,64,374,1118.26,2.99,N
2024-04-14,Publix,West,2,64,510,1524.9,2.99,N
2024-04-14,Publix,West,3,128,626,3123.74,4.99,N
2024-04-14,Publix,West,4,128,313,1327.59,4.99,Y
2024-04-21,Walmart,Northeast,1,64,737,2203.63,2.99,N
2024-04-21,Walmart,Northeast,2,64,943,2819.57,2.99,N
2024-04-21,Walmart,Northeast,3,128,1186,5918.14,4.99,N
2024-04-21,Walmart,Northeast,4,128,1013,5054.87,4.99,N
2024-04-21,Walmart,South,1,64,200,508.3,2.99,Y
2024-04-21,Walmart,South,2,64,1175,3513.25,2.99,N
2024-04-21,Walmart,South,3,128,503,2509.97,4.99,N
2024-04-21,Walmart,South,4,128,801,3996.99,4.99,N
2024-04-21,Walmart,Midwest,1,64,1161,3471.39,2.99,N
2024-04-21,Walmart,Midwest,2,64,1165,3483.35,2.99,N
2024-04-21,Walmart,Midwest,3,128,360,1796.4,4.99,N
2024-04-21,Walmart,Midwest,4,128,887,4426.13,4.99,N
2024-04-21,Walmart,West,1,64,956,2858.44,2.99,N
2024-04-21,Walmart,West,2,64,688,1748.55,2.99,Y
2024-04-21,Walmart,West,3,128,809,4036.91,4.99,N
2024-04-21,Walmart,West,4,128,693,3458.07,4.99,N
2024-04-21,Target,Northeast,1,64,218,651.82,2.99,N
2024-04-21,Target,Northeast,2,64,793,2371.07,2.99,N
2024-04-21,Target,Northeast,3,128,478,2385.22,4.99,N
2024-04-21,Target,Northeast,4,128,530,2644.7,4.99,N
2024-04-21,Target,South,1,64,1021,3052.79,2.99,N
2024-04-21,Target,South,2,64,924,2762.76,2.99,N
2024-04-21,Target,South,3,128,275,1372.25,4.99,N
2024-04-21,Target,South,4,128,342,1706.58,4.99,N
2024-04-21,Target,Midwest,1,64,1027,3070.73,2.99,N
2024-04-21,Target,Midwest,2,64,616,1565.56,2.99,Y
2024-04-21,Target,Midwest,3,128,696,3473.04,4.99,N
2024-04-21,Target,Midwest,4,128,301,1276.69,4.99,Y
2024-04-21,Target,West,1,64,1066,2709.24,2.99,Y
2024-04-21,Target,West,2,64,1173,3507.27,2.99,N
2024-04-21,Target,West,3,128,1141,5693.59,4.99,N
2024-04-21,Target,West,4,128,284,1417.16,4.99,N
2024-04-21,Kroger,Northeast,1,64,1015,3034.85,2.99,N
2024-04-21,Kroger,Northeast,2,64,1123,2854.1,2.99,Y
2024-04-21,Kroger,Northeast,3,128,353,1497.25,4.99,Y
2024-04-21,Kroger,Northeast,4,128,332,1656.68,4.99,N
2024-04-21,Kroger,South,1,64,492,1250.42,2.99,Y
2024-04-21,Kroger,South,2,64,939,2807.61,2.99,N
2024-04-21,Kroger,South,3,128,1143,5703.57,4.99,N
2024-04-21,Kroger,South,4,128,1013,5054.87,4.99,N
2024-04-21,Kroger,Midwest,1,64,1090,3259.1,2.99,N
2024-04-21,Kroger,Midwest,2,64,220,559.13,2.99,Y
2024-04-21,Kroger,Midwest,3,128,535,2669.65,4.99,N
2024-04-21,Kroger,Midwest,4,128,323,1611.77,4.99,N
2024-04-21,Kroger,West,1,64,1003,2998.97,2.99,N
2024-04-21,Kroger,West,2,64,982,2495.75,2.99,Y
2024-04-21,Kroger,West,3,128,340,1696.6,4.99,N
2024-04-21,Kroger,West,4,128,1001,4245.74,4.99,Y
2024-04-21,Publix,Northeast,1,64,1163,2955.76,2.99,Y
2024-04-21,Publix,Northeast,2,64,763,2281.37,2.99,N
2024-04-21,Publix,Northeast,3,128,868,4331.32,4.99,N
2024-04-21,Publix,Northeast,4,128,490,2445.1,4.99,N
2024-04-21,Publix,South,1,64,305,911.95,2.99,N
2024-04-21,Publix,South,2,64,857,2562.43,2.99,N
2024-04-21,Publix,South,3,128,788,3932.12,4.99,N
2024-04-21,Publix,South,4,128,544,2714.56,4.99,N
2024-04-21,Publix,Midwest,1,64,462,1381.38,2.99,N
2024-04-21,Publix,Midwest,2,64,785,2347.15,2.99,N
2024-04-21,Publix,Midwest,3,128,358,1786.42,4.99,N
2024-04-21,Publix,Midwest,4,128,511,2549.89,4.99,N
2024-04-21,Publix,West,1,64,644,1636.73,2.99,Y
2024-04-21,Publix,West,2,64,235,702.65,2.99,N
2024-04-21,Publix,West,3,128,1085,5414.15,4.99,N
2024-04-21,Publix,West,4,128,584,2914.16,4.99,N
2024-04-28,Walmart,Northeast,1,64,884,2643.16,2.99,N
2024-04-28,Walmart,Northeast,2,64,1090,2770.24,2.99,Y
2024-04-28,Walmart,Northeast,3,128,1117,5573.83,4.99,N
2024-04-28,Walmart,Northeast,4,128,925,4615.75,4.99,N
2024-04-28,Walmart,South,1,64,225,571.84,2.99,Y
2024-04-28,Walmart,South,2,64,209,531.17,2.99,Y
2024-04-28,Walmart,South,3,128,832,4151.68,4.99,N
2024-04-28,Walmart,South,4,128,783,3907.17,4.99,N
2024-04-28,Walmart,Midwest,1,64,248,630.29,2.99,Y
2024-04-28,Walmart,Midwest,2,64,492,1471.08,2.99,N
2024-04-28,Walmart,Midwest,3,128,863,4306.37,4.99,N
2024-04-28,Walmart,Midwest,4,128,259,1292.41,4.99,N
2024-04-28,Walmart,West,1,64,1056,2683.82,2.99,Y
2024-04-28,Walmart,West,2,64,875,2223.81,2.99,Y
2024-04-28,Walmart,West,3,128,638,3183.62,4.99,N
2024-04-28,Walmart,West,4,128,886,3757.97,4.99,Y
2024-04-28,Target,Northeast,1,64,307,917.93,2.99,N
2024-04-28,Target,Northeast,2,64,830,2481.7,2.99,N
2024-04-28,Target,Northeast,3,128,861,3651.93,4.99,Y
2024-04-28,Target,Northeast,4,128,854,3622.24,4.99,Y
2024-04-28,Target,South,1,64,654,1955.46,2.99,N
2024-04-28,Target,South,2,64,849,2157.73,2.99,Y
2024-04-28,Target,South,3,128,276,1377.24,4.99,N
2024-04-28,Target,South,4,128,453,1921.4,4.99,Y
2024-04-28,Target,Midwest,1,64,519,1319.04,2.99,Y
2024-04-28,Target,Midwest,2,64,796,2380.04,2.99,N
2024-04-28,Target,Midwest,3,128,753,3757.47,4.99,N
2024-04-28,Target,Midwest,4,128,366,1826.34,4.99,N
2024-04-28,Target,West,1,64,658,1967.42,2.99,N
2024-04-28,Target,West,2,64,899,2688.01,2.99,N
2024-04-28,Target,West,3,128,779,3887.21,4.99,N
2024-04-28,Target,West,4,128,753,3757.47,4.99,N
2024-04-28,Kroger,Northeast,1,64,820,2084.03,2.99,Y
2024-04-28,Kroger,Northeast,2,64,943,2819.57,2.99,N
2024-04-28,Kroger,Northeast,3,128,875,3711.31,4.99,Y
2024-04-28,Kroger,Northeast,4,128,847,4226.53,4.99,N
2024-04-28,Kroger,South,1,64,269,804.31,2.99,N
2024-04-28,Kroger,South,2,64,907,2711.93,2.99,N
2024-04-28,Kroger,South,3,128,1027,4356.02,4.99,Y
2024-04-28,Kroger,South,4,128,716,3036.91,4.99,Y
2024-04-28,Kroger,Midwest,1,64,359,1073.41,2.99,N
2024-04-28,Kroger,Midwest,2,64,429,1282.71,2.99,N
2024-04-28,Kroger,Midwest,3,128,266,1327.34,4.99,N
2024-04-28,Kroger,Midwest,4,128,580,2894.2,4.99,N
2024-04-28,Kroger,West,1,64,541,1617.59,2.99,N
2024-04-28,Kroger,West,2,64,926,2768.74,2.99,N
2024-04-28,Kroger,West,3,128,813,4056.87,4.99,N
2024-04-28,Kroger,West,4,128,553,2759.47,4.99,N
2024-04-28,Publix,Northeast,1,64,315,800.57,2.99,Y
2024-04-28,Publix,Northeast,2,64,1011,2569.46,2.99,Y
2024-04-28,Publix,Northeast,3,128,652,2765.46,4.99,Y
2024-04-28,Publix,Northeast,4,128,486,2425.14,4.99,N
2024-04-28,Publix,South,1,64,510,1524.9,2.99,N
2024-04-28,Publix,South,2,64,645,1928.55,2.99,N
2024-04-28,Publix,South,3,128,254,1267.46,4.99,N
2024-04-28,Publix,South,4,128,856,4271.44,4.99,N
2024-04-28,Publix,Midwest,1,64,847,2532.53,2.99,N
2024-04-28,Publix,Midwest,2,64,855,2556.45,2.99,N
2024-04-28,Publix,Midwest,3,128,478,2385.22,4.99,N
2024-04-28,Publix,Midwest,4,128,303,1285.17,4.99,Y
2024-04-28,Publix,West,1,64,1179,3525.21,2.99,N
2024-04-28,Publix,West,2,64,563,1430.86,2.99,Y
2024-04-28,Publix,West,3,128,485,2420.15,4.99,N
2024-04-28,Publix,West,4,128,1165,4941.35,4.99,Y
2024-05-05,Walmart,Northeast,1,64,655,1958.45,2.99,N
2024-05-05,Walmart,Northeast,2,64,360,1076.4,2.99,N
2024-05-05,Walmart,Northeast,3,128,659,3288.41,4.99,N
2024-05-05,Walmart,Northeast,4,128,937,3974.29,4.99,Y
2024-05-05,Walmart,South,1,64,1003,2998.97,2.99,N
2024-05-05,Walmart,South,2,64,313,935.87,2.99,N
2024-05-05,Walmart,South,3,128,560,2375.24,4.99,Y
2024-05-05,Walmart,South,4,128,1186,5030.42,4.99,Y
2024-05-05,Walmart,Midwest,1,64,648,1937.52,2.99,N
2024-05-05,Walmart,Midwest,2,64,379,963.23,2.99,Y
2024-05-05,Walmart,Midwest,3,128,865,4316.35,4.99,N
2024-05-05,Walmart,Midwest,4,128,510,2163.16,4.99,Y
2024-05-05,Walmart,West,1,64,605,1808.95,2.99,N
2024-05-05,Walmart,West,2,64,541,1617.59,2.99,N
2024-05-05,Walmart,West,3,128,443,1878.98,4.99,Y
2024-05-05,Walmart,West,4,128,438,2185.62,4.99,N
2024-05-05,Target,Northeast,1,64,877,2622.23,2.99,N
2024-05-05,Target,Northeast,2,64,1002,2995.98,2.99,N
2024-05-05,Target,Northeast,3,128,869,4336.31,4.99,N
2024-05-05,Target,Northeast,4,128,266,1327.34,4.99,N
2024-05-05,Target,South,1,64,1147,3429.53,2.99,N
2024-05-05,Target,South,2,64,598,1788.02,2.99,N
2024-05-05,Target,South,3,128,777,3295.65,4.99,Y
2024-05-05,Target,South,4,128,1130,5638.7,4.99,N
2024-05-05,Target,Midwest,1,64,987,2951.13,2.99,N
2024-05-05,Target,Midwest,2,64,465,1390.35,2.99,N
2024-05-05,Target,Midwest,3,128,992,4950.08,4.99,N
2024-05-05,Target,Midwest,4,128,488,2435.12,4.99,N
2024-05-05,Target,West,1,64,981,2493.21,2.99,Y
2024-05-05,Target,West,2,64,535,1599.65,2.99,N
2024-05-05,Target,West,3,128,580,2894.2,4.99,N
2024-05-05,Target,West,4,128,682,3403.18,4.99,N
2024-05-05,Kroger,Northeast,1,64,224,669.76,2.99,N
2024-05-05,Kroger,Northeast,2,64,681,1730.76,2.99,Y
2024-05-05,Kroger,Northeast,3,128,1193,5953.07,4.99,N
2024-05-05,Kroger,Northeast,4,128,278,1387.22,4.99,N
2024-05-05,Kroger,South,1,64,1155,3453.45,2.99,N
2024-05-05,Kroger,South,2,64,327,977.73,2.99,N
2024-05-05,Kroger,South,3,128,852,4251.48,4.99,N
2024-05-05,Kroger,South,4,128,731,3647.69,4.99,N
2024-05-05,Kroger,Midwest,1,64,1027,3070.73,2.99,N
2024-05-05,Kroger,Midwest,2,64,871,2213.65,2.99,Y
2024-05-05,Kroger,Midwest,3,128,453,2260.47,4.99,N
2024-05-05,Kroger,Midwest,4,128,862,3656.17,4.99,Y
2024-05-05,Kroger,West,1,64,716,2140.84,2.99,N
2024-05-05,Kroger,West,2,64,977,2483.05,2.99,Y
2024-05-05,Kroger,West,3,128,581,2899.19,4.99,N
2024-05-05,Kroger,West,4,128,452,2255.48,4.99,N
2024-05-05,Publix,Northeast,1,64,662,1979.38,2.99,N
2024-05-05,Publix,Northeast,2,64,282,716.7,2.99,Y
2024-05-05,Publix,Northeast,3,128,348,1476.04,4.99,Y
2024-05-05,Publix,Northeast,4,128,389,1649.94,4.99,Y
2024-05-05,Publix,South,1,64,462,1381.38,2.99,N
2024-05-05,Publix,South,2,64,963,2879.37,2.99,N
2024-05-05,Publix,South,3,128,971,4845.29,4.99,N
2024-05-05,Publix,South,4,128,984,4173.64,4.99,Y
2024-05-05,Publix,Midwest,1,64,579,1731.21,2.99,N
2024-05-05,Publix,Midwest,2,64,1019,3046.81,2.99,N
2024-05-05,Publix,Midwest,3,128,621,3098.79,4.99,N
2024-05-05,Publix,Midwest,4,128,262,1307.38,4.99,N
2024-05-05,Publix,West,1,64,902,2696.98,2.99,N
2024-05-05,Publix,West,2,64,682,2039.18,2.99,N
2024-05-05,Publix,West,3,128,291,1452.09,4.99,N
2024-05-05,Publix,West,4,128,654,3263.46,4.99,N
2024-05-12,Walmart,Northeast,1,64,797,2383.03,2.99,N
2024-05-12,Walmart,Northeast,2,64,382,1142.18,2.99,N
2024-05-12,Walmart,Northeast,3,128,930,4640.7,4.99,N
2024-05-12,Walmart,Northeast,4,128,941,3991.25,4.99,Y
2024-05-12,Walmart,South,1,64,849,2538.51,2.99,N
2024-05-12,Walmart,South,2,64,1087,3250.13,2.99,N
2024-05-12,Walmart,South,3,128,264,1317.36,4.99,N
2024-05-12,Walmart,South,4,128,1185,5026.18,4.99,Y
2024-05-12,Walmart,Midwest,1,64,412,1047.1,2.99,Y
2024-05-12,Walmart,Midwest,2,64,1196,3576.04,2.99,N
2024-05-12,Walmart,Midwest,3,128,363,1811.37,4.99,N
2024-05-12,Walmart,Midwest,4,128,696,3473.04,4.99,N
2024-05-12,Walmart,West,1,64,902,2696.98,2.99,N
2024-05-12,Walmart,West,2,64,967,2457.63,2.99,Y
2024-05-12,Walmart,West,3,128,993,4211.81,4.99,Y
2024-05-12,Walmart,West,4,128,745,3717.55,4.99,N
2024-05-12,Target,Northeast,1,64,963,2879.37,2.99,N
2024-05-12,Target,Northeast,2,64,426,1273.74,2.99,N
2024-05-12,Target,Northeast,3,128,635,3168.65,4.99,N
2024-05-12,Target,Northeast,4,128,753,3757.47,4.99,N
2024-05-12,Target,South,1,64,596,1514.73,2.99,Y
2024-05-12,Target,South,2,64,391,1169.09,2.99,N
2024-05-12,Target,South,3,128,592,2954.08,4.99,N
2024-05-12,Target,South,4,128,329,1641.71,4.99,N
2024-05-12,Target,Midwest,1,64,228,579.46,2.99,Y
2024-05-12,Target,Midwest,2,64,441,1120.8,2.99,Y
2024-05-12,Target,Midwest,3,128,1155,5763.45,4.99,N
2024-05-12,Target,Midwest,4,128,483,2410.17,4.99,N
2024-05-12,Target,West,1,64,1001,2992.99,2.99,N
2024-05-12,Target,West,2,64,925,2765.75,2.99,N
2024-05-12,Target,West,3,128,278,1387.22,4.99,N
2024-05-12,Target,West,4,128,1054,5259.46,4.99,N
2024-05-12,Kroger,Northeast,1,64,666,1692.64,2.99,Y
2024-05-12,Kroger,Northeast,2,64,1139,3405.61,2.99,N
2024-05-12,Kroger,Northeast,3,128,300,1272.45,4.99,Y
2024-05-12,Kroger,Northeast,4,128,399,1692.36,4.99,Y
2024-05-12,Kroger,South,1,64,242,723.58,2.99,N
2024-05-12,Kroger,South,2,64,634,1611.31,2.99,Y
2024-05-12,Kroger,South,3,128,863,3660.41,4.99,Y
2024-05-12,Kroger,South,4,128,347,1731.53,4.99,N
2024-05-12,Kroger,Midwest,1,64,1025,3064.75,2.99,N
2024-05-12,Kroger,Midwest,2,64,427,1276.73,2.99,N
2024-05-12,Kroger,Midwest,3,128,598,2984.02,4.99,N
2024-05-12,Kroger,Midwest,4,128,698,2960.57,4.99,Y
2024-05-12,Kroger,West,1,64,690,2063.1,2.99,N
2024-05-12,Kroger,West,2,64,972,2906.28,2.99,N
2024-05-12,Kroger,West,3,128,551,2337.07,4.99,Y
2024-05-12,Kroger,West,4,128,337,1429.39,4.99,Y
2024-05-12,Publix,Northeast,1,64,1191,3561.09,2.99,N
2024-05-12,Publix,Northeast,2,64,536,1362.24,2.99,Y
2024-05-12,Publix,Northeast,3,128,967,4101.53,4.99,Y
2024-05-12,Publix,Northeast,4,128,528,2634.72,4.99,N
2024-05-12,Publix,South,1,64,1145,2910.02,2.99,Y
2024-05-12,Publix,South,2,64,1003,2998.97,2.99,N
2024-05-12,Publix,South,3,128,789,3346.54,4.99,Y
2024-05-12,Publix,South,4,128,416,2075.84,4.99,N
2024-05-12,Publix,Midwest,1,64,389,1163.11,2.99,N
2024-05-12,Publix,Midwest,2,64,977,2921.23,2.99,N
2024-05-12,Publix,Midwest,3,128,851,4246.49,4.99,N
2024-05-12,Publix,Midwest,4,128,969,4835.31,4.99,N
2024-05-12,Publix,West,1,64,892,2667.08,2.99,N
2024-05-12,Publix,West,2,64,1111,3321.89,2.99,N
2024-05-12,Publix,West,3,128,1091,4627.48,4.99,Y
2024-05-12,Publix,West,4,128,721,3597.79,4.99,N
2024-05-19,Walmart,Northeast,1,64,1135,3393.65,2.99,N
2024-05-19,Walmart,Northeast,2,64,1168,3492.32,2.99,N
2024-05-19,Walmart,Northeast,3,128,1026,5119.74,4.99,N
2024-05-19,Walmart,Northeast,4,128,1184,5021.94,4.99,Y
2024-05-19,Walmart,South,1,64,613,1832.87,2.99,N
2024-05-19,Walmart,South,2,64,371,942.9,2.99,Y
2024-05-19,Walmart,South,3,128,885,3753.73,4.99,Y
2024-05-19,Walmart,South,4,128,1116,4733.51,4.99,Y
2024-05-19,Walmart,Midwest,1,64,743,2221.57,2.99,N
2024-05-19,Walmart,Midwest,2,64,238,711.62,2.99,N
2024-05-19,Walmart,Midwest,3,128,432,2155.68,4.99,N
2024-05-19,Walmart,Midwest,4,128,348,1736.52,4.99,N
2024-05-19,Walmart,West,1,64,860,2571.4,2.99,N
2024-05-19,Walmart,West,2,64,501,1497.99,2.99,N
2024-05-19,Walmart,West,3,128,846,3588.31,4.99,Y
2024-05-19,Walmart,West,4,128,935,3965.8,4.99,Y
2024-05-19,Target,Northeast,1,64,797,2383.03,2.99,N
2024-05-19,Target,Northeast,2,64,544,1626.56,2.99,N
2024-05-19,Target,Northeast,3,128,996,4970.04,4.99,N
2024-05-19,Target,Northeast,4,128,969,4110.01,4.99,Y
2024-05-19,Target,South,1,64,662,1682.47,2.99,Y
2024-05-19,Target,South,2,64,761,1934.08,2.99,Y
2024-05-19,Target,South,3,128,606,3023.94,4.99,N
2024-05-19,Target,South,4,128,660,3293.4,4.99,N
2024-05-19,Target,Midwest,1,64,620,1853.8,2.99,N
2024-05-19,Target,Midwest,2,64,895,2676.05,2.99,N
2024-05-19,Target,Midwest,3,128,829,4136.71,4.99,N
2024-05-19,Target,Midwest,4,128,612,2595.8,4.99,Y
2024-05-19,Target,West,1,64,307,917.93,2.99,N
2024-05-19,Target,West,2,64,327,977.73,2.99,N
2024-05-19,Target,West,3,128,335,1671.65,4.99,N
2024-05-19,Target,West,4,128,855,4266.45,4.99,N
2024-05-19,Kroger,Northeast,1,64,1075,3214.25,2.99,N
2024-05-19,Kroger,Northeast,2,64,648,1646.89,2.99,Y
2024-05-19,Kroger,Northeast,3,128,682,3403.18,4.99,N
2024-05-19,Kroger,Northeast,4,128,1073,5354.27,4.99,N
2024-05-19,Kroger,South,1,64,672,2009.28,2.99,N
2024-05-19,Kroger,South,2,64,1095,3274.05,2.99,N
2024-05-19,Kroger,South,3,128,930,3944.6,4.99,Y
2024-05-19,Kroger,South,4,128,1136,5668.64,4.99,N
2024-05-19,Kroger,Midwest,1,64,592,1770.08,2.99,N
2024-05-19,Kroger,Midwest,2,64,797,2383.03,2.99,N
2024-05-19,Kroger,Midwest,3,128,513,2175.89,4.99,Y
2024-05-19,Kroger,Midwest,4,128,408,1730.53,4.99,Y
2024-05-19,Kroger,West,1,64,832,2487.68,2.99,N
2024-05-19,Kroger,West,2,64,576,1722.24,2.99,N
2024-05-19,Kroger,West,3,128,1111,4712.31,4.99,Y
2024-05-19,Kroger,West,4,128,269,1342.31,4.99,N
2024-05-19,Publix,Northeast,1,64,300,762.45,2.99,Y
2024-05-19,Publix,Northeast,2,64,822,2457.78,2.99,N
2024-05-19,Publix,Northeast,3,128,219,1092.81,4.99,N
2024-05-19,Publix,Northeast,4,128,426,1806.88,4.99,Y
2024-05-19,Publix,South,1,64,941,2813.59,2.99,N
2024-05-19,Publix,South,2,64,1199,3047.26,2.99,Y
2024-05-19,Publix,South,3,128,401,2000.99,4.99,N
2024-05-19,Publix,South,4,128,971,4118.5,4.99,Y
2024-05-19,Publix,Midwest,1,64,1140,2897.31,2.99,Y
2024-05-19,Publix,Midwest,2,64,318,950.82,2.99,N
2024-05-19,Publix,Midwest,3,128,420,2095.8,4.99,N
2024-05-19,Publix,Midwest,4,128,927,3931.87,4.99,Y
2024-05-19,Publix,West,1,64,897,2682.03,2.99,N
2024-05-19,Publix,West,2,64,1099,2793.11,2.99,Y
2024-05-19,Publix,West,3,128,735,3667.65,4.99,N
2024-05-19,Publix,West,4,128,793,3957.07,4.99,N
2024-05-26,Walmart,Northeast,1,64,387,1157.13,2.99,N
2024-05-26,Walmart,Northeast,2,64,1016,3037.84,2.99,N
2024-05-26,Walmart,Northeast,3,128,410,1739.02,4.99,Y
2024-05-26,Walmart,Northeast,4,128,308,1536.92,4.99,N
2024-05-26,Walmart,South,1,64,513,1533.87,2.99,N
2024-05-26,Walmart,South,2,64,1126,3366.74,2.99,N
2024-05-26,Walmart,South,3,128,218,1087.82,4.99,N
2024-05-26,Walmart,South,4,128,939,3982.77,4.99,Y
2024-05-26,Walmart,Midwest,1,64,312,932.88,2.99,N
2024-05-26,Walmart,Midwest,2,64,345,1031.55,2.99,N
2024-05-26,Walmart,Midwest,3,128,312,1556.88,4.99,N
2024-05-26,Walmart,Midwest,4,128,962,4800.38,4.99,N
2024-05-26,Walmart,West,1,64,1024,3061.76,2.99,N
2024-05-26,Walmart,West,2,64,1012,2572.0,2.99,Y
2024-05-26,Walmart,West,3,128,397,1981.03,4.99,N
2024-05-26,Walmart,West,4,128,951,4033.67,4.99,Y
2024-05-26,Target,Northeast,1,64,598,1788.02,2.99,N
2024-05-26,Target,Northeast,2,64,277,828.23,2.99,N
2024-05-26,Target,Northeast,3,128,1070,5339.3,4.99,N
2024-05-26,Target,Northeast,4,128,599,2540.66,4.99,Y
